CID,z,RA,DEC,Delta_clean,Delta_hat_corr,Delta_post
1334644,0.28806,35.1072,-5.7725,0.06044091469980878,0.05459515174606622,0.0058457629537425615
1313594,0.28835,34.8329,-5.7894,-0.028327651402160828,0.040098607853722684,-0.06842625925588351
091869,0.28843,351.908,-1.7625,-0.04518093877916726,0.12702948607831535,-0.1722104248574826
2165,0.28882,17.0917,-0.0962,0.158386564312737,0.08931549360583638,0.06907107070690063
2789,0.2889,344.202,0.4011,0.026392689775156925,0.1467131728759345,-0.12032048310077757
1334597,0.28896,35.8313,-4.0678,-0.09409938303777356,0.0037020119135413587,-0.09780139495131492
1310395,0.28899,36.5343,-6.76,0.03662194744546195,0.06475912795432626,-0.02813718050886431
350180,0.28952,53.4627,-28.1376,0.21327562183218993,-0.04639557835809782,0.2596712001902878
1289288,0.29001,10.1789,-43.9483,0.07904747236892855,-0.05668420700863264,0.1357316793775612
570056,0.28998,37.0067,-3.495,-0.002617028384447946,0.1961162736705408,-0.19873330205498874
19596,0.29036,53.8843,0.7034,-0.0071088843512001065,0.051036058324605366,-0.05814494267580547
19027,0.29114,328.884,-0.372,-0.2866161761166106,0.06995408499460254,-0.35657026111121315
1291090,0.29199,9.4631,-43.7215,-0.07810004239297094,-0.11737082037371718,0.03927077798074624
1263715,0.29186,41.6099,-1.5799,-0.027532798892806146,0.061013696059212086,-0.08854649495201823
12841,0.29208,321.347,-1.0337,0.0016908652255580373,0.3859037797409346,-0.38421291451537654
390264,0.29208,243.373,53.9909,-0.27342341425999755,0.18751501387200475,-0.4609384281320023
21006,0.29241,47.9418,0.0919,-0.1486203338043989,0.11135740602006722,-0.25997773982446615
420414,0.29246,334.276,0.0287,-0.022326150634397787,0.2593902007776457,-0.2817163514120435
150509,0.2928,241.234,54.8781,-0.0691684944442598,0.2987891176633924,-0.3679576121076522
130755,0.29291,183.732,46.5759,0.03839318972310001,0.26821443408674506,-0.22982124436364504
6249,0.29354,3.2656,-0.6201,0.07042875349495195,0.019304328055288755,0.051124425439663196
1303004,0.29496,35.2946,-6.4631,-0.076494832563233,0.022279267165946803,-0.0987740997291798
19794,0.29568,359.319,0.2494,0.37264437105183496,0.4338794804304608,-0.06123510937862586
580270,0.29576,130.2,44.5906,0.19416005575767473,0.2233644916751929,-0.029204435917518173
1119,0.29639,320.414,0.8947,0.1254793250663822,0.1411968016743857,-0.01571747660800349
13610,0.29683,326.015,0.7263,-0.16753900860425133,0.06767619038480284,-0.23521519898905419
1293319,0.29687,36.0024,-6.4977,-0.13858569812404736,-0.04898062027693617,-0.08960507784711119
420196,0.29842,351.761,-1.0284,0.43059071135967397,0.09776629818841098,0.332824413171263
570025,0.29845,335.06,0.3776,-0.16487598887889737,0.19499679758636485,-0.3598727864652622
6137,0.29888,307.936,0.2448,0.04491580065016573,0.09863920214683025,-0.05372340149666452
10550,0.29923,349.675,-1.2049,0.13806056374689973,-0.11793474789590302,0.25599531164280276
120444,0.29947,51.682,-27.9362,0.13782748814582502,0.12452434203662553,0.013303146109199485
14735,0.29936,35.158,0.3484,-0.07105428539405137,0.05079894104468052,-0.1218532264387319
170428,0.30007,243.619,54.003,0.20719264539162346,0.3062789119893503,-0.09908626659772685
5391,0.30022,52.342,-1.0947,0.03609577503858089,0.12924905259883562,-0.09315327756025474
350078,0.30078,130.663,43.7841,0.3664721394429686,0.20914868146671226,0.15732345797625633
350192,0.3015,148.716,1.9617,0.004726417479627178,0.001924281384836024,0.0028021360947911543
570022,0.30141,351.124,-0.4843,0.1586752217088585,0.1716498219728215,-0.012974600263962993
460037,0.30254,54.727,-27.5411,-0.01050417899036582,0.10191888017033729,-0.11242305916070311
1339002,0.30296,35.8305,-6.5263,0.06724860786207837,0.11423648242070272,-0.046987874558624354
150457,0.30339,161.353,57.2179,0.0194405519527229,0.2105311032286325,-0.1910905512759096
7143,0.30354,345.262,-0.2074,0.25768440331055614,0.11381492360934592,0.14386947970121022
1287626,0.30396,35.9318,-5.9612,-0.145302143699828,0.04146913177898143,-0.18677127547880942
19818,0.30395,35.2667,0.4964,-0.21159819081461612,-0.12307171666737027,-0.08852647414724585
1335717,0.30478,52.8599,-28.3531,0.19845853465016355,-0.0679956818875288,0.26645421653769236
1259412,0.30477,36.3454,-5.3241,-0.013852480912042983,0.01003902608463142,-0.023891506996674403
12883,0.30519,312.626,0.3987,-0.18237743573191462,0.36358938430088844,-0.5459668200328031
350630,0.30525,162.404,58.9533,-0.000765337259277396,0.17065735175639102,-0.17142268901566843
440005,0.30551,52.9893,-28.8836,0.16835581335999383,0.08003188219961765,0.08832393116037618
350027,0.30568,163.119,57.8072,0.11135862781620495,0.20137946438287535,-0.0900208365666704
560087,0.30641,352.676,-1.556,0.06064684263864999,0.2601870976977736,-0.1995402550591236
340334,0.30668,163.263,57.8064,0.2708232035600261,0.3191578567579837,-0.0483346531979576
1281668,0.30697,9.4105,-43.9203,0.03577381070032621,-0.1134608303300488,0.149234641030375
520062,0.30805,244.451,54.6334,0.287899656396539,0.24307099479735902,0.04482866159918
5966,0.30822,16.1904,0.5139,0.04453702217994571,0.06771073320260201,-0.023173711022656307
1319821,0.30881,53.3579,-29.4719,0.10263520199591433,-0.07837218586456199,0.18100738786047632
6699,0.30915,322.815,-1.057,0.14831249998341642,0.1544535806835224,-0.006141080700105994
5844,0.3093,327.786,-0.8429,0.03511621523576465,0.14272634557813016,-0.10761013034236551
16211,0.30939,348.164,0.2669,0.2272096622034279,0.3570155283943318,-0.12980586619090392
21042,0.30955,315.012,0.8276,-0.2639140547164386,-0.004948110934277057,-0.25896594378216153
1300516,0.31043,34.5464,-5.0101,-0.2838179765259612,0.05677945133501455,-0.34059742786097574
15213,0.31053,53.0191,-0.1001,0.07248385851534421,0.09469949800708227,-0.022215639491738062
500100,0.31077,131.639,45.3562,0.14679657303817417,0.15830418004176944,-0.011507607003595266
000420,0.31152,149.82,1.6135,0.1163229015233416,0.13277137562314742,-0.01644847409980582
1338128,0.31185,8.0837,-43.7408,0.15661099865973993,-0.1026631572415776,0.2592741559013175
1337838,0.31195,35.496,-6.4982,-0.02550332188963443,-0.006121317087399103,-0.019382004802235328
1263369,0.31252,43.2295,-0.5418,0.0025357864007853267,0.06627907637799382,-0.06374328997720849
1294743,0.31258,36.1025,-4.6749,0.19071527434549296,0.1015635627259428,0.08915171161955016
20142,0.31259,23.0082,-0.4297,-0.3836162102884241,-0.07535821913940455,-0.30825799114901953
1283878,0.31287,37.1332,-4.0413,0.13427527701716602,0.07385243680277506,0.060422840214390955
1341894,0.31294,35.3025,-4.6502,0.08261954443319795,0.059437571064056394,0.02318197336914156
19632,0.31377,40.2865,0.1444,0.07420245679263313,0.06034867499176674,0.013853781800866383
530112,0.31444,333.569,0.9209,0.2103098555298496,0.21317077414776478,-0.0028609186179151813
15383,0.31495,34.1495,-0.1552,0.06726305303757799,0.06783562199625681,-0.0005725689586788263
6649,0.31509,34.2759,0.5348,-0.11618439420561906,0.009715390836583904,-0.12589978504220295
110716,0.31577,128.986,43.4945,0.33728942311090154,0.35438265480046105,-0.017093231689559507
15776,0.31582,32.8294,-0.9983,0.06442150941912773,0.20147870175312227,-0.13705719233399455
6100,0.31613,333.483,1.0865,0.16438640596316456,-0.24650472175900942,0.41089112772217395
100163,0.31773,35.4423,-5.1516,0.08173628579335648,0.22316263368732184,-0.14142634789396535
1345553,0.31795,35.3447,-4.668,0.0689335235321739,0.08534520643307611,-0.01641168290090221
080646,0.31813,334.622,0.9415,0.08806709028324476,0.22388034888308528,-0.1358132585998405
550059,0.31839,351.303,-1.0245,0.4219245065594229,0.3639431801366597,0.05798132642276316
310188,0.31893,35.2776,-4.5196,0.16736176056851018,0.11419955825150718,0.053162202317003
440509,0.31892,34.8496,-5.4304,-0.07495472474745882,0.14181842074048623,-0.21677314548794505
170078,0.32089,186.183,47.6681,0.28001151324478174,0.29100354288870467,-0.01099202964392293
330128,0.32095,36.8228,-3.8213,-0.07005641794070351,0.19408567331525983,-0.26414209125596333
1266657,0.32108,43.2731,0.5575,0.21077291406435267,0.10398594240514059,0.10678697165921208
120085,0.32214,150.471,2.0426,-0.13229584134422373,0.17536852543824744,-0.30766436678247117
580104,0.32214,36.1196,-4.9673,-0.1033481807110692,0.1657929660843644,-0.2691411467954336
1261579,0.32214,36.1196,-4.9673,-0.10291785264580709,0.005981372281236963,-0.10889922492704406
7475,0.32265,4.7535,-0.2815,-0.14249206926670263,-0.05931726511483543,-0.0831748041518672
05D2ab,0.32454,150.462,2.1063,0.061415591359812276,-0.11664327618731204,0.17805886754712433
050291,0.32535,244.566,55.3847,0.2040762784436209,0.2848228976514405,-0.08074661920781959
500301,0.3255,215.548,52.6318,0.27041358672893245,0.27414524285609787,-0.003731656127165417
18617,0.3257,345.762,0.8492,0.1545020586440355,0.18059571582369024,-0.026093657179654756
1305626,0.32573,35.6546,-4.1333,0.02064432998430673,0.05517698812116048,-0.03453265813685375
1308326,0.32622,42.2701,0.5823,-0.019923406287916494,0.0757279818095768,-0.0956513880974933
14456,0.32794,343.551,1.0507,-0.02933697731257159,0.05039460842621818,-0.07973158573878977
050303,0.32829,241.437,56.0744,0.3000008519751289,0.356458027725619,-0.05645717575049014
530219,0.32838,351.529,-0.3194,0.3309572170142002,0.2790924251368529,0.05186479187734733
430003,0.32843,333.38,-0.4529,-0.1379731118822064,0.15444671005177318,-0.2924198219339796
1337687,0.3287,55.0471,-26.9756,-0.046853206572643316,-0.06376997469275107,0.016916768120107756
1306073,0.32859,36.8506,-3.7494,0.12397132294979343,0.016073380103283408,0.10789794284651003
6924,0.3286,358.969,0.877,-0.17236050341231474,-0.005613526936062929,-0.1667469764762518
1316465,0.3291,52.7975,-27.9593,-0.006919575229219026,-0.10626551026659586,0.09934593503737683
13934,0.32931,342.111,-0.4353,0.3826655663414539,0.20988686684654922,0.17277869949490465
540163,0.32943,36.0723,-3.3093,0.2264603783151412,0.17975086873416185,0.04670950958097936
1301933,0.3296,36.6637,-4.9708,0.03838606797171205,0.026729674827440847,0.0116563931442712
13830,0.32985,351.562,-0.3823,-0.2619152025990027,-0.15587396072035742,-0.10604124187864528
120369,0.33055,150.995,2.2624,0.16115303186309454,0.12439461372588738,0.03675841813720716
1338675,0.33048,36.7437,-4.9677,0.12988437447637677,0.031839740754007806,0.09804463372236896
4241,0.33052,12.2377,-0.9057,0.0979282340861855,0.08221067584666253,0.015717558239522977
480184,0.3308,129.736,43.3139,0.24604130832905294,0.32694039679288733,-0.0808990884638344
370394,0.3308,132.379,45.0022,-0.054540262925112125,0.2262124196294067,-0.2807526825545188
03D1fc,0.33094,36.4316,-4.1441,-0.07589439992975819,-0.05228475432805957,-0.02360964560169862
580235,0.33154,150.235,2.5796,-0.002781849094258628,0.09501437742087293,-0.09779622651513156
20106,0.33137,346.554,0.329,0.20600768494970678,0.2559875411485233,-0.04997985619881651
370344,0.33155,150.174,1.8316,0.027119395321012443,0.10487427383810743,-0.07775487851709499
470041,0.33179,131.337,44.7548,-0.10435853847022539,0.2063822968547168,-0.3107408353249422
1306141,0.3324,54.8978,-28.9108,-0.09439884105554439,-0.0813056073398832,-0.013093233715661179
130862,0.3329,184.002,47.9204,0.2102608504728361,0.2544944354286916,-0.0442335849558555
1309492,0.33353,53.3008,-28.0249,-0.09525962220922408,-0.08308478114681161,-0.01217484106241247
1346956,0.33353,54.3435,-28.8264,-0.09750362098160871,-0.0675835581458683,-0.029920062835740405
16093,0.33439,350.362,1.1325,-0.016553217643876503,-0.07435353462130095,0.05780031697742445
500511,0.3349,184.696,47.6473,-0.09481775209595686,0.1580152346677411,-0.2528329867636979
1346966,0.33513,55.3407,-29.1493,-0.1101919010302925,-0.038974062135348264,-0.07121783889494424
1314897,0.33663,36.6066,-4.1552,-0.08839809191450361,0.039595029612333354,-0.12799312152683695
470015,0.33752,54.1486,-28.6251,0.06236010749748895,0.15844259976478114,-0.0960824922672922
040782,0.33739,242.077,54.9081,-0.005476072510319896,0.32193062280725937,-0.32740669531757927
04D3kr,0.33753,214.15,52.4789,-0.011605678346261417,0.014165953297641892,-0.02577163164390331
1300912,0.3378,52.0379,-27.5329,0.09917912534690505,-0.061142310887907114,0.16032143623481215
380318,0.33825,150.413,3.2498,0.049481565975199815,0.1941625788800218,-0.144681012904822
580276,0.33851,53.5214,-28.8077,-0.015284476196919555,0.12220843242923626,-0.13749290862615582
1343337,0.339,54.5592,-28.7099,-0.03801761442474489,-0.05199563865339596,0.013978024228651069
04D3nh,0.34051,215.611,52.3334,0.03081079127077599,0.011187802496240434,0.019622988774535555
320258,0.3409,34.748,-4.8807,0.022040578157771273,0.25570608190736605,-0.23366550374959477
2533,0.34101,31.2207,-0.3265,-0.1603746505158122,-0.21152205648913183,0.051147405973319626
1336009,0.34176,8.9162,-44.8937,0.15877264578506384,-0.10777682075992479,0.2665494665449886
1346387,0.34448,52.695,-28.6493,0.27108161659351354,-0.08918563367459287,0.3602672502681064
350606,0.3445,54.2033,-26.7605,0.2127052706936776,0.23730465526325048,-0.02459938456957289
1329312,0.34479,36.2633,-5.5418,0.14983178678936449,0.05934546460508297,0.09048632218428151
470110,0.34547,52.0706,-28.6233,0.030867674669544508,0.13969444572187867,-0.10882677105233415
03D1bp,0.34594,36.6572,-4.8388,0.23161932919121295,-0.06476440682147361,0.2963837360126865
310090,0.34686,351.308,-0.6051,0.3188695130594839,0.45654305801892087,-0.13767354495943696
050301,0.34704,244.724,55.7829,-0.030486179254172907,0.2911438872399667,-0.3216300664941396
330089,0.34872,36.1903,-4.8221,0.18432483328167948,0.1632142538033668,0.021110579478312685
160198,0.34899,242.905,53.9703,0.047690906687247736,0.2712531734679575,-0.22356226678070978
1258906,0.34918,10.262,-44.3941,0.1178412851622618,-0.12818719721454852,0.24602848237681033
070955,0.3492,241.475,55.1978,-0.10756414181144563,0.14677163077130886,-0.2543357725827545
380279,0.34946,149.827,2.9349,0.11005210157393981,0.17592681831399415,-0.06587471674005434
04D2mc,0.34957,150.148,1.7842,-0.04980484584587834,-0.06792989053275245,0.018125044686874106
05D2ie,0.34956,150.262,2.6581,0.18777778004147472,-0.05839142794894292,0.24616920799041764
440185,0.34952,54.3495,-28.44,-0.04466660928992103,0.06243451801029176,-0.10710112730021279
20186,0.34957,357.295,0.7979,0.26494171626162644,0.07957442022463929,0.18536729603698715
1248677,0.35017,53.6462,-28.127,-0.0643520267564717,-0.06634273154157921,0.0019907047851075166
000196,0.35066,150.115,2.694,0.02257031664971674,0.11037113396782813,-0.0878008173181114
050296,0.35087,243.451,55.6085,0.02082900724678402,0.2543895640146251,-0.23356055676784107
05D2hc,0.35157,150.019,1.886,0.34228734588252746,-0.11106540754722594,0.4533527534297534
120400,0.35156,149.628,2.8718,0.10926646705769225,0.12494964709049755,-0.015683180032805305
160197,0.35361,241.617,53.8718,0.17513862878737474,0.3049799678252054,-0.12984133903783068
05D2mp,0.35527,149.786,2.204,0.1965741248508164,-0.09839586132744388,0.2949699861782603
1688,0.35767,321.358,0.3245,0.11373854871561483,0.08562349362464078,0.028115055090974048
1334423,0.35791,42.2137,-0.1522,0.08948640409706571,0.04691577765610977,0.04257062644095594
04D3fk,0.35833,214.609,52.5285,0.05821362645302252,0.056480790268394476,0.0017328361846280435
04D2fs,0.35858,150.092,1.7654,-0.06777621805159029,-0.046736474269493455,-0.02103974378209683
1280217,0.35901,40.8943,-1.5184,-0.1403748213830494,-0.018484412984673404,-0.121890408398376
160070,0.35897,243.192,54.8737,0.13822391868664824,0.2506806241903641,-0.11245670550371584
1307830,0.35949,53.2945,-27.9578,0.24847042074798217,-0.029597401391501854,0.278067822139484
050293,0.36005,244.449,55.3023,-0.07734402530325983,0.27195595191337246,-0.3492999772166323
160126,0.36023,163.283,57.2013,-0.12735863850802828,0.30905244871101,-0.4364110872190383
470244,0.36081,130.408,43.7715,0.16547956202273453,0.2786664732598428,-0.11318691123710825
420417,0.36138,333.495,-0.1916,-0.13053462449915404,0.3704441906273083,-0.5009788151264624
1294014,0.36272,42.8035,-0.6691,-0.051122357091885846,0.09648404670176913,-0.14760640379365497
1346137,0.36326,53.2592,-26.8541,0.07345808546021272,-0.04046218659083556,0.11392027205104828
560121,0.36491,36.3388,-4.3953,0.19721222798842605,0.2665471763318129,-0.06933494834338685
100358,0.36613,352.444,0.5905,-0.1362056901600984,0.32937580855969584,-0.46558149871979426
190209,0.36648,333.082,1.0359,-0.0937164699653607,0.23051284257051502,-0.3242293125358757
1308582,0.36705,37.1372,-4.3728,-0.07408493174582573,0.05602016506826138,-0.1301050968140871
350083,0.3678,130.138,44.3739,-0.08221788781461069,0.20077454216078733,-0.28299242997539803
04D1hd,0.36791,36.5368,-4.1096,0.11279923455652474,0.0016707138672109323,0.11112852068931381
1343533,0.36844,7.3584,-42.2673,0.29610126851863416,0.04653629599499426,0.2495649725236399
1283936,0.36862,8.8776,-44.3713,0.2206669018116779,-0.1277281095926941,0.348395011404372
15704,0.36952,40.2107,0.6588,0.09491158209184127,-0.04379678214060474,0.138708364232446
18091,0.36977,23.3675,0.5247,-0.10718245406973012,0.02355039418378947,-0.13073284825351958
510578,0.37012,241.233,53.9121,0.008165436832745052,0.2725342539379598,-0.26436881710521476
04D2cf,0.37059,150.484,1.8795,0.10481011338432153,-0.0923518323045498,0.19716194568887133
05D4bm,0.37051,334.269,-17.6776,0.04301763282895043,-0.051640003800435264,0.0946576366293857
13136,0.37046,6.1407,-0.2791,0.2655939672064525,-0.037862697317284866,0.3034566645237374
05D3jr,0.37053,214.87,52.8648,0.022505173510371276,0.08721983103805597,-0.0647146575276847
390471,0.37053,214.52,53.014,-0.3309677428551841,0.21438825112487692,-0.545355993980061
320469,0.37087,34.4183,-4.8371,0.03421282345851731,0.27913730938937686,-0.24492448593085955
1291957,0.37143,7.2,-43.5623,-0.020048833361495086,-0.13874557316585379,0.1186967398043587
000199,0.3716,151.231,2.5909,-0.008101038027642976,0.08931740041796923,-0.09741843844561221
05D4fo,0.3715,333.837,-17.2681,0.13299286622757142,-0.07872663309827715,0.21171949932584858
05D4cw,0.37351,333.709,-17.7388,-0.013668357454228626,-0.0789851442821208,0.06531678682789219
16232,0.37426,17.2054,-0.9896,0.10469866393686134,0.0304321194309152,0.07426654450594614
1299643,0.37678,55.1026,-26.7221,0.004591361783416736,-0.05775382737270621,0.06234518915612294
1282736,0.37798,35.8093,-6.2681,0.05816283569157525,0.07529286332684221,-0.017130027635266956
590031,0.37859,149.073,2.0023,0.06433220424151467,0.2130372359584844,-0.14870503171696972
7779,0.37986,310.08,-0.0072,-0.13722692364568784,-0.06117752380274521,-0.07604939984294262
320099,0.37989,36.0675,-3.916,-0.004147003120308225,0.20861995981548398,-0.2127669629357922
500057,0.38052,214.473,53.8417,-0.012033252732427224,0.2257980588977521,-0.23783131163017932
110425,0.38083,132.012,44.4493,0.08248296032057742,0.2698787200624669,-0.18739575974188946
1299785,0.38131,53.9115,-28.3193,0.08209196172350824,-0.04927417482698693,0.13136613655049517
000011,0.3816,149.976,2.4119,0.4325631288224065,0.2840482406018517,0.1485148882205548
040150,0.38174,162.098,57.1482,0.1727752037888132,0.29131381464110534,-0.11853861085229214
580275,0.3825,54.1391,-28.6139,-0.020115117879928802,0.21345532221335328,-0.2335704400932821
1343401,0.38284,34.5721,-5.6549,-0.09205295489483273,0.09510750157613757,-0.1871604564709703
1281886,0.38394,41.7252,-1.0099,0.04166125952625323,0.037628907395032635,0.004032352131220593
360139,0.38594,185.739,47.5675,0.06122970099531788,0.22556130183942696,-0.16433160084410908
1338170,0.38677,6.6699,-42.9641,-0.011061419268737778,-0.06292117544255765,0.051859756173819875
550218,0.38735,332.927,0.9013,0.17252584147105166,0.48862235293210765,-0.316096511461056
050251,0.38772,214.327,53.9783,0.1608574331498961,0.3634540552930303,-0.20259662214313423
420352,0.38886,35.1822,-3.9625,-0.10732025193650487,0.2425024092859137,-0.34982266122241856
1290779,0.38951,54.7233,-27.9051,0.12218895042872974,0.021993417965345596,0.10019553246338414
120086,0.39262,150.789,2.1434,0.024335331972586142,0.20073494178294032,-0.17639960981035419
1291794,0.39512,55.1693,-28.7119,-0.015929855791831118,-0.032597508145479126,0.016667652353648008
1296273,0.39698,41.0798,-0.4504,-0.26743569509255644,0.16430764863462755,-0.431743343727184
1333438,0.39946,52.3525,-28.9967,0.19532153564581436,0.013103090282281626,0.18221844536353274
05D4ff,0.40048,334.084,-18.0426,0.0011582859425311731,-0.07858940516570262,0.07974769110823379
110734,0.40212,131.069,45.3442,-0.10096634196626615,0.277066932532185,-0.37803327449845114
580312,0.40286,35.2534,-4.8171,-0.02922817506917677,0.35544534694867747,-0.3846735220178542
1329615,0.40361,35.4427,-5.6398,0.08828161086019087,0.10111268647061739,-0.012831075610426512
06D3ed,0.40454,214.699,52.7566,0.11783987419771916,0.04105863199467037,0.07678124220304879
350050,0.40472,161.08,58.0762,-0.20639852213689108,0.28299514302567236,-0.48939366516256344
05D4dt,0.40547,333.608,-17.6711,0.25347800167006374,-0.08751220207182553,0.34099020374188926
1308314,0.40648,53.4156,-28.9407,0.10821184086932976,-0.017427597877811007,0.12563943874714079
1341370,0.409,8.9639,-44.6767,0.06469308780099303,-0.09471175119297093,0.15940483899396396
1306390,0.40911,43.3164,-0.0301,0.19984764558429113,0.24200086161170503,-0.0421532160274139
450339,0.40927,36.2874,-3.3534,0.06480143785151715,0.2504706154515702,-0.18566917760005303
06D4cq,0.40947,334.231,-17.712,0.055237887560550716,-0.07063767009679911,0.1258755576573498
020090,0.40995,212.879,53.5796,0.07185357034952297,0.34703004468881526,-0.27517647433929227
1307277,0.41114,41.7388,-0.2355,0.09054114825851525,0.19683497822713864,-0.10629382996862338
530251,0.41131,334.634,1.1149,0.25008192144122676,0.28145283622986506,-0.03137091478863829
520071,0.41152,215.504,53.6193,0.20330892291038016,0.24107172290637252,-0.03776279999599236
1315296,0.41258,40.3016,-0.7644,0.19561981445911625,0.16109751607391443,0.03452229838520182
04D2fp,0.41664,149.867,2.321,0.057571497829131194,-0.06548655092080724,0.12305804874993843
05D2dw,0.41864,149.634,2.0322,-0.09595586942038951,-0.05689581328040033,-0.03906005613998918
440162,0.41927,353.266,-0.9127,-0.03906086961789909,0.197297110291671,-0.23635797990957008
550137,0.41931,334.754,0.0297,-0.20978619731289327,0.2164939089833584,-0.4262801062962517
1289600,0.41962,52.0477,-27.8629,0.15853905978720412,-0.15935883266186868,0.3178978924490728
05D3cf,0.41956,214.223,52.3451,0.15614919826175921,0.06948377154131025,0.08666542672044897
1340454,0.41997,54.7539,-27.8432,-0.25460934308118455,-0.1777242528230249,-0.07688509025815965
550202,0.42027,351.8,-0.7829,0.08551939579084979,0.3584192284811208,-0.272899832690271
1306626,0.4209,54.8773,-27.239,-0.085514582360575,-0.0329622939045254,-0.0525522884560496
110430,0.42085,132.249,44.8657,0.11295097143694421,0.4389056883040856,-0.3259547168671414
1306991,0.42199,8.4681,-42.0948,-0.1255612920266216,0.019315228363818576,-0.1448765203904402
04D4gg,0.42245,334.039,-17.2944,-0.06533700886909755,-0.06017777442072214,-0.005159234448375405
1345594,0.42242,33.8987,-5.5998,-0.03564594404410185,0.2070516314665667,-0.24269757551066853
490037,0.42355,149.957,0.8166,-0.12010927034762245,0.14652634330642986,-0.2666356136540523
160200,0.42349,242.608,54.1496,0.21652383925623409,0.499477485356638,-0.2829536461004039
1302523,0.42392,36.3176,-4.6598,0.021426605024676616,0.02751508003730574,-0.006088475012629123
1312274,0.42451,42.611,-0.3617,0.10886341679422545,0.11929298903528932,-0.010429572241063861
1295027,0.42562,35.4327,-6.9406,0.011693935183908957,0.08211707646298896,-0.07042314127908
1258940,0.42594,42.7148,-0.5251,0.030559700377626776,0.11781994091784441,-0.08726024054021764
050003,0.42689,242.219,55.0048,0.05741777465607296,0.22330117974767938,-0.16588340509160643
110542,0.42694,131.82,45.2976,0.09411333017464922,0.21857410320724704,-0.12446077303259782
110719,0.42784,129.923,43.9644,0.5295423841642894,0.262203778496931,0.26733860566735845
05D2cb,0.42865,149.852,2.3282,0.17175080559116196,0.07666526762741965,0.0950855379637423
440236,0.42888,37.1019,-4.4246,-0.053642128619453944,0.2545335363878366,-0.30817566500729054
1306029,0.42895,40.8416,-1.9578,0.071848771911531,0.11139859889826864,-0.039549826986737646
100101,0.42967,132.141,43.9852,0.22335826450107654,0.27032781085593877,-0.046969546354862224
080723,0.43013,34.9864,-3.9606,0.061449595349544986,0.2039092830816571,-0.1424596877321121
04D1rh,0.43487,36.9464,-4.2538,-0.022960925735372187,0.012624747129427571,-0.03558567286479976
06D4co,0.43544,333.861,-17.8692,-0.1605417477764901,-0.08172663785591505,-0.07881510992057505
000142,0.43673,162.309,58.4672,0.2779797338157743,0.22239969043909946,0.055580043376674826
1336008,0.43765,10.3212,-43.8862,-0.18981805318192585,-0.13240812043352326,-0.05740993274840259
1333246,0.43774,41.384,-0.0616,0.0700056003194601,0.033569560840078394,0.036436039479381704
1310338,0.43883,35.042,-6.3767,-0.2766413844416003,0.13847030101760638,-0.4151116854592067
560027,0.43883,35.8506,-3.0839,-0.12213623238161563,0.3118253044027711,-0.43396153678438676
050607,0.43926,213.514,53.3622,0.06740565411590388,0.2779743786694783,-0.2105687245535744
040166,0.44004,214.12,54.0536,0.30578382747313354,0.5116101230893436,-0.20582629561621008
510266,0.44059,214.033,51.7321,-0.1677241667548704,0.28337565700465916,-0.45109982375952956
1328105,0.44154,8.1871,-43.5769,-0.12294783891408964,-0.08029869720278876,-0.04264914171130088
1295256,0.44246,53.7194,-27.8328,0.04111052612720509,0.05272644370239066,-0.01161591757518557
06D3df,0.44254,215.572,52.9577,0.0462185382913089,0.02002537632377796,0.026193161967530937
06D2gb,0.44368,150.198,1.9854,0.07166607080893228,-0.0686997034581423,0.14036577426707458
1291080,0.44384,35.6846,-6.0636,0.07650537922134855,0.33425807594366397,-0.25775269672231543
040137,0.44756,214.46,52.801,-0.009018674590391712,0.1264102480804733,-0.135428922670865
1328066,0.4489,7.3173,-42.0522,-0.015982336932486796,0.03155179099511912,-0.04753412792760592
1320166,0.44896,9.3464,-43.8719,0.1353229837921418,-0.028187933880557736,0.16351091767269954
050580,0.4506,212.991,52.0718,-0.16225857395549295,0.2014145919062415,-0.3636731658617345
520016,0.451,185.338,46.9708,0.012594870602356284,0.20295733550864392,-0.19036246490628764
04D2gb,0.45169,150.594,1.8942,-0.16295721011653924,0.038675031525248316,-0.20163224164178756
120094,0.45169,150.526,2.0878,0.051406719803086504,0.006343729634364432,0.045062990168722075
04D3gt,0.45155,215.636,52.6469,-0.05649997397720828,0.21181570859999255,-0.26831568257720084
1290127,0.45223,6.6908,-43.434,0.06240076559931333,-0.011019258908425436,0.07342002450773877
1253101,0.45333,7.4651,-43.1378,-0.12057039654758867,-0.20408010223446996,0.08350970568688129
1253039,0.45347,54.4186,-27.5274,-0.009272539195904018,0.03056772065109875,-0.03984025984700277
1334302,0.45463,7.3673,-43.3882,-0.025144511587671586,-0.06160741056068764,0.03646289897301605
1306360,0.45478,53.6767,-26.487,0.05715728446779748,0.07114822604984328,-0.0139909415820458
1345582,0.45878,33.7065,-4.6747,0.017003252086422227,0.2137087542244988,-0.19670550213807658
380199,0.46055,215.233,53.0089,0.009431077302455501,-0.003539997499628411,0.012971074802083912
510597,0.46098,185.821,47.8228,0.016363603933533588,0.12354215244035482,-0.10717854850682124
05D3lc,0.46156,215.596,52.4789,0.11102541427567926,0.025154212054029262,0.08587120222165
03D4au,0.46641,334.041,-18.0776,0.4367140186807048,0.09147455987655889,0.3452394588041459
000215,0.4666,150.81,3.1442,0.047880957030630944,-0.04235287189399459,0.09023382892462553
04D4jr,0.4684,333.56,-17.3502,-0.056825649173947,0.06741003408719137,-0.12423568326113837
